district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Liberdade,2024-10-23,2,10,0,0,,10,primavera,commercial,2381.8
Vila Mariana,2024-10-23,2,10,0,0,,10,primavera,residential,2331.5
Mooca,2024-10-23,2,10,0,0,,10,primavera,residential,2585.0
Tatuapé,2024-10-23,2,10,0,0,,10,primavera,residential,2758.1
Santana,2024-10-23,2,10,0,0,,10,primavera,residential,2493.5
Lapa,2024-10-23,2,10,0,0,,10,primavera,residential,2398.7
Butantã,2024-10-23,2,10,0,0,,10,primavera,suburban,1746.8
Vila Madalena,2024-10-23,2,10,0,0,,10,primavera,commercial,2822.0
Santo Amaro,2024-10-23,2,10,0,0,,10,primavera,commercial,3579.7
Itaquera,2024-10-23,2,10,0,0,,10,primavera,residential,2103.4
São Mateus,2024-10-23,2,10,0,0,,10,primavera,suburban,2247.9
Parelheiros,2024-10-23,2,10,0,0,,10,primavera,rural,930.9
Osasco Centro,2024-10-23,2,10,0,0,,10,primavera,commercial,3818.0
Guarulhos Centro,2024-10-23,2,10,0,0,,10,primavera,commercial,2949.6
Santo André,2024-10-23,2,10,0,0,,10,primavera,residential,3227.4
São Bernardo,2024-10-23,2,10,0,0,,10,primavera,industrial,5142.1
Centro,2024-10-24,3,10,0,0,,9,primavera,commercial,3763.2
Bela Vista,2024-10-24,3,10,0,0,,9,primavera,commercial,4317.8
Pinheiros,2024-10-24,3,10,0,0,,9,primavera,commercial,3744.5
Brás,2024-10-24,3,10,0,0,,9,primavera,commercial,3473.7
Liberdade,2024-10-24,3,10,0,0,,9,primavera,commercial,3194.4
Vila Mariana,2024-10-24,3,10,0,0,,9,primavera,residential,2860.1
Mooca,2024-10-24,3,10,0,0,,9,primavera,residential,2219.5
Tatuapé,2024-10-24,3,10,0,0,,9,primavera,residential,3082.3
Santana,2024-10-24,3,10,0,0,,9,primavera,residential,1747.2
Lapa,2024-10-24,3,10,0,0,,9,primavera,residential,1877.6
Butantã,2024-10-24,3,10,0,0,,9,primavera,suburban,2008.4
Vila Madalena,2024-10-24,3,10,0,0,,9,primavera,commercial,3129.5
Santo Amaro,2024-10-24,3,10,0,0,,9,primavera,commercial,3231.9
Itaquera,2024-10-24,3,10,0,0,,9,primavera,residential,3194.9
São Mateus,2024-10-24,3,10,0,0,,9,primavera,suburban,1991.3
Parelheiros,2024-10-24,3,10,0,0,,9,primavera,rural,975.0
Osasco Centro,2024-10-24,3,10,0,0,,9,primavera,commercial,3278.8
Guarulhos Centro,2024-10-24,3,10,0,0,,9,primavera,commercial,3903.2
Santo André,2024-10-24,3,10,0,0,,9,primavera,residential,2657.8
São Bernardo,2024-10-24,3,10,0,0,,9,primavera,industrial,5055.6
Centro,2024-10-25,4,10,0,0,,8,primavera,commercial,4318.5
Bela Vista,2024-10-25,4,10,0,0,,8,primavera,commercial,5296.9
Pinheiros,2024-10-25,4,10,0,0,,8,primavera,commercial,4022.9
Brás,2024-10-25,4,10,0,0,,8,primavera,commercial,3809.4
Liberdade,2024-10-25,4,10,0,0,,8,primavera,commercial,3756.9
Vila Mariana,2024-10-25,4,10,0,0,,8,primavera,residential,2824.0
Mooca,2024-10-25,4,10,0,0,,8,primavera,residential,2820.8
Tatuapé,2024-10-25,4,10,0,0,,8,primavera,residential,3318.2
Santana,2024-10-25,4,10,0,0,,8,primavera,residential,2431.7
Lapa,2024-10-25,4,10,0,0,,8,primavera,residential,2274.2
Butantã,2024-10-25,4,10,0,0,,8,primavera,suburban,2361.9
Vila Madalena,2024-10-25,4,10,0,0,,8,primavera,commercial,3338.7
Santo Amaro,2024-10-25,4,10,0,0,,8,primavera,commercial,4094.9
Itaquera,2024-10-25,4,10,0,0,,8,primavera,residential,2310.6
São Mateus,2024-10-25,4,10,0,0,,8,primavera,suburban,2110.5
Parelheiros,2024-10-25,4,10,0,0,,8,primavera,rural,873.4
Osasco Centro,2024-10-25,4,10,0,0,,8,primavera,commercial,4267.4
Guarulhos Centro,2024-10-25,4,10,0,0,,8,primavera,commercial,4186.0
Santo André,2024-10-25,4,10,0,0,,8,primavera,residential,3091.0
São Bernardo,2024-10-25,4,10,0,0,,8,primavera,industrial,4593.2
Centro,2024-10-26,5,10,1,0,,7,primavera,commercial,3463.9
Bela Vista,2024-10-26,5,10,1,0,,7,primavera,commercial,4344.1
Pinheiros,2024-10-26,5,10,1,0,,7,primavera,commercial,4406.7
Brás,2024-10-26,5,10,1,0,,7,primavera,commercial,3661.3
Liberdade,2024-10-26,5,10,1,0,,7,primavera,commercial,3878.9
Vila Mariana,2024-10-26,5,10,1,0,,7,primavera,residential,2761.6
Mooca,2024-10-26,5,10,1,0,,7,primavera,residential,2487.7
Tatuapé,2024-10-26,5,10,1,0,,7,primavera,residential,3070.5
Santana,2024-10-26,5,10,1,0,,7,primavera,residential,2573.7
Lapa,2024-10-26,5,10,1,0,,7,primavera,residential,2441.4
Butantã,2024-10-26,5,10,1,0,,7,primavera,suburban,2313.9
Vila Madalena,2024-10-26,5,10,1,0,,7,primavera,commercial,3881.7
Santo Amaro,2024-10-26,5,10,1,0,,7,primavera,commercial,2894.5
Itaquera,2024-10-26,5,10,1,0,,7,primavera,residential,3495.4
São Mateus,2024-10-26,5,10,1,0,,7,primavera,suburban,2293.2
Parelheiros,2024-10-26,5,10,1,0,,7,primavera,rural,974.4
Osasco Centro,2024-10-26,5,10,1,0,,7,primavera,commercial,3598.9
Guarulhos Centro,2024-10-26,5,10,1,0,,7,primavera,commercial,2983.9
Santo André,2024-10-26,5,10,1,0,,7,primavera,residential,3262.2
São Bernardo,2024-10-26,5,10,1,0,,7,primavera,industrial,2789.1
Centro,2024-10-27,6,10,1,0,,6,primavera,commercial,3409.2
Bela Vista,2024-10-27,6,10,1,0,,6,primavera,commercial,3360.6
Pinheiros,2024-10-27,6,10,1,0,,6,primavera,commercial,3154.7
Brás,2024-10-27,6,10,1,0,,6,primavera,commercial,3266.6
Liberdade,2024-10-27,6,10,1,0,,6,primavera,commercial,3173.6
Vila Mariana,2024-10-27,6,10,1,0,,6,primavera,residential,3261.8
Mooca,2024-10-27,6,10,1,0,,6,primavera,residential,2644.8
Tatuapé,2024-10-27,6,10,1,0,,6,primavera,residential,2474.1
Santana,2024-10-27,6,10,1,0,,6,primavera,residential,2780.7
Lapa,2024-10-27,6,10,1,0,,6,primavera,residential,2305.1
Butantã,2024-10-27,6,10,1,0,,6,primavera,suburban,2158.3
Vila Madalena,2024-10-27,6,10,1,0,,6,primavera,commercial,3944.6
Santo Amaro,2024-10-27,6,10,1,0,,6,primavera,commercial,3367.2
Itaquera,2024-10-27,6,10,1,0,,6,primavera,residential,3722.6
São Mateus,2024-10-27,6,10,1,0,,6,primavera,suburban,2197.4
Parelheiros,2024-10-27,6,10,1,0,,6,primavera,rural,856.0
Osasco Centro,2024-10-27,6,10,1,0,,6,primavera,commercial,3988.1
Guarulhos Centro,2024-10-27,6,10,1,0,,6,primavera,commercial,3575.9
Santo André,2024-10-27,6,10,1,0,,6,primavera,residential,3034.2
São Bernardo,2024-10-27,6,10,1,0,,6,primavera,industrial,3620.1
Centro,2024-10-28,0,10,0,0,,5,primavera,commercial,4421.6
Bela Vista,2024-10-28,0,10,0,0,,5,primavera,commercial,3975.7
Pinheiros,2024-10-28,0,10,0,0,,5,primavera,commercial,4669.1
Brás,2024-10-28,0,10,0,0,,5,primavera,commercial,3958.3
Liberdade,2024-10-28,0,10,0,0,,5,primavera,commercial,2785.0
Vila Mariana,2024-10-28,0,10,0,0,,5,primavera,residential,2530.9
Mooca,2024-10-28,0,10,0,0,,5,primavera,residential,2591.6
Tatuapé,2024-10-28,0,10,0,0,,5,primavera,residential,2126.6
Santana,2024-10-28,0,10,0,0,,5,primavera,residential,1602.1
Lapa,2024-10-28,0,10,0,0,,5,primavera,residential,2041.7
Butantã,2024-10-28,0,10,0,0,,5,primavera,suburban,1525.0
Vila Madalena,2024-10-28,0,10,0,0,,5,primavera,commercial,2842.5
Santo Amaro,2024-10-28,0,10,0,0,,5,primavera,commercial,3599.3
Itaquera,2024-10-28,0,10,0,0,,5,primavera,residential,2496.7
São Mateus,2024-10-28,0,10,0,0,,5,primavera,suburban,1489.4
Parelheiros,2024-10-28,0,10,0,0,,5,primavera,rural,855.7
Osasco Centro,2024-10-28,0,10,0,0,,5,primavera,commercial,3525.6
Guarulhos Centro,2024-10-28,0,10,0,0,,5,primavera,commercial,2783.7
Santo André,2024-10-28,0,10,0,0,,5,primavera,residential,2961.0
São Bernardo,2024-10-28,0,10,0,0,,5,primavera,industrial,4275.6
Centro,2024-10-29,1,10,0,0,,4,primavera,commercial,4984.0
Bela Vista,2024-10-29,1,10,0,0,,4,primavera,commercial,4529.9
Pinheiros,2024-10-29,1,10,0,0,,4,primavera,commercial,4733.3
Brás,2024-10-29,1,10,0,0,,4,primavera,commercial,4081.8
Liberdade,2024-10-29,1,10,0,0,,4,primavera,commercial,3055.7
Vila Mariana,2024-10-29,1,10,0,0,,4,primavera,residential,2470.1
Mooca,2024-10-29,1,10,0,0,,4,primavera,residential,2392.6
Tatuapé,2024-10-29,1,10,0,0,,4,primavera,residential,3201.4
Santana,2024-10-29,1,10,0,0,,4,primavera,residential,1831.5
Lapa,2024-10-29,1,10,0,0,,4,primavera,residential,2051.6
Butantã,2024-10-29,1,10,0,0,,4,primavera,suburban,2302.6
Vila Madalena,2024-10-29,1,10,0,0,,4,primavera,commercial,3501.9
Santo Amaro,2024-10-29,1,10,0,0,,4,primavera,commercial,3381.9
Itaquera,2024-10-29,1,10,0,0,,4,primavera,residential,3210.6
São Mateus,2024-10-29,1,10,0,0,,4,primavera,suburban,1948.7
Parelheiros,2024-10-29,1,10,0,0,,4,primavera,rural,1043.1
Osasco Centro,2024-10-29,1,10,0,0,,4,primavera,commercial,3357.8
Guarulhos Centro,2024-10-29,1,10,0,0,,4,primavera,commercial,4088.0
Santo André,2024-10-29,1,10,0,0,,4,primavera,residential,3698.3
São Bernardo,2024-10-29,1,10,0,0,,4,primavera,industrial,4347.1
Centro,2024-10-30,2,10,0,0,,3,primavera,commercial,4498.5
Bela Vista,2024-10-30,2,10,0,0,,3,primavera,commercial,4294.6
Pinheiros,2024-10-30,2,10,0,0,,3,primavera,commercial,3579.9
Brás,2024-10-30,2,10,0,0,,3,primavera,commercial,5485.9
Liberdade,2024-10-30,2,10,0,0,,3,primavera,commercial,3081.2
Vila Mariana,2024-10-30,2,10,0,0,,3,primavera,residential,2514.8
Mooca,2024-10-30,2,10,0,0,,3,primavera,residential,2152.1
Tatuapé,2024-10-30,2,10,0,0,,3,primavera,residential,3060.0
Santana,2024-10-30,2,10,0,0,,3,primavera,residential,2411.3
Lapa,2024-10-30,2,10,0,0,,3,primavera,residential,2151.4
Butantã,2024-10-30,2,10,0,0,,3,primavera,suburban,2112.7
Vila Madalena,2024-10-30,2,10,0,0,,3,primavera,commercial,2555.2
Santo Amaro,2024-10-30,2,10,0,0,,3,primavera,commercial,3614.5
Itaquera,2024-10-30,2,10,0,0,,3,primavera,residential,3070.2
São Mateus,2024-10-30,2,10,0,0,,3,primavera,suburban,2255.5
Parelheiros,2024-10-30,2,10,0,0,,3,primavera,rural,802.2
Osasco Centro,2024-10-30,2,10,0,0,,3,primavera,commercial,2817.5
Guarulhos Centro,2024-10-30,2,10,0,0,,3,primavera,commercial,3248.9
Santo André,2024-10-30,2,10,0,0,,3,primavera,residential,2357.6
São Bernardo,2024-10-30,2,10,0,0,,3,primavera,industrial,4706.6
Centro,2024-10-31,3,10,0,0,,2,primavera,commercial,5303.1
Bela Vista,2024-10-31,3,10,0,0,,2,primavera,commercial,4103.9
Pinheiros,2024-10-31,3,10,0,0,,2,primavera,commercial,4292.7
Brás,2024-10-31,3,10,0,0,,2,primavera,commercial,4332.5
Liberdade,2024-10-31,3,10,0,0,,2,primavera,commercial,2981.6
Vila Mariana,2024-10-31,3,10,0,0,,2,primavera,residential,2496.1
Mooca,2024-10-31,3,10,0,0,,2,primavera,residential,2302.9
Tatuapé,2024-10-31,3,10,0,0,,2,primavera,residential,2201.8
Santana,2024-10-31,3,10,0,0,,2,primavera,residential,2253.3
Lapa,2024-10-31,3,10,0,0,,2,primavera,residential,2276.9
Butantã,2024-10-31,3,10,0,0,,2,primavera,suburban,2152.7
Vila Madalena,2024-10-31,3,10,0,0,,2,primavera,commercial,3155.0
Santo Amaro,2024-10-31,3,10,0,0,,2,primavera,commercial,3467.0
Itaquera,2024-10-31,3,10,0,0,,2,primavera,residential,2607.6
São Mateus,2024-10-31,3,10,0,0,,2,primavera,suburban,1888.2
Parelheiros,2024-10-31,3,10,0,0,,2,primavera,rural,962.3
Osasco Centro,2024-10-31,3,10,0,0,,2,primavera,commercial,2871.4
Guarulhos Centro,2024-10-31,3,10,0,0,,2,primavera,commercial,3678.2
Santo André,2024-10-31,3,10,0,0,,2,primavera,residential,2886.5
São Bernardo,2024-10-31,3,10,0,0,,2,primavera,industrial,3706.5
Centro,2024-11-01,4,11,0,0,,1,primavera,commercial,4704.1
Bela Vista,2024-11-01,4,11,0,0,,1,primavera,commercial,4596.4
Pinheiros,2024-11-01,4,11,0,0,,1,primavera,commercial,3660.9
Brás,2024-11-01,4,11,0,0,,1,primavera,commercial,5028.3
Liberdade,2024-11-01,4,11,0,0,,1,primavera,commercial,3046.6
Vila Mariana,2024-11-01,4,11,0,0,,1,primavera,residential,3317.8
Mooca,2024-11-01,4,11,0,0,,1,primavera,residential,3466.5
Tatuapé,2024-11-01,4,11,0,0,,1,primavera,residential,2744.1
Santana,2024-11-01,4,11,0,0,,1,primavera,residential,2630.1
Lapa,2024-11-01,4,11,0,0,,1,primavera,residential,2363.6
Butantã,2024-11-01,4,11,0,0,,1,primavera,suburban,2515.6
Vila Madalena,2024-11-01,4,11,0,0,,1,primavera,commercial,2994.9
Santo Amaro,2024-11-01,4,11,0,0,,1,primavera,commercial,4232.6
Itaquera,2024-11-01,4,11,0,0,,1,primavera,residential,2950.4
São Mateus,2024-11-01,4,11,0,0,,1,primavera,suburban,2066.0
Parelheiros,2024-11-01,4,11,0,0,,1,primavera,rural,876.7
Osasco Centro,2024-11-01,4,11,0,0,,1,primavera,commercial,4138.1
Guarulhos Centro,2024-11-01,4,11,0,0,,1,primavera,commercial,3705.7
Santo André,2024-11-01,4,11,0,0,,1,primavera,residential,3388.4
São Bernardo,2024-11-01,4,11,0,0,,1,primavera,industrial,4400.8
Centro,2024-11-02,5,11,1,1,Finados,0,primavera,commercial,4721.0
Bela Vista,2024-11-02,5,11,1,1,Finados,0,primavera,commercial,4500.9
Pinheiros,2024-11-02,5,11,1,1,Finados,0,primavera,commercial,3930.8
Brás,2024-11-02,5,11,1,1,Finados,0,primavera,commercial,4360.3
Liberdade,2024-11-02,5,11,1,1,Finados,0,primavera,commercial,4689.6
Vila Mariana,2024-11-02,5,11,1,1,Finados,0,primavera,residential,3268.6
Mooca,2024-11-02,5,11,1,1,Finados,0,primavera,residential,3816.4
Tatuapé,2024-11-02,5,11,1,1,Finados,0,primavera,residential,4384.7
Santana,2024-11-02,5,11,1,1,Finados,0,primavera,residential,2683.9
Lapa,2024-11-02,5,11,1,1,Finados,0,primavera,residential,2572.7
Butantã,2024-11-02,5,11,1,1,Finados,0,primavera,suburban,2739.7
Vila Madalena,2024-11-02,5,11,1,1,Finados,0,primavera,commercial,4254.9
Santo Amaro,2024-11-02,5,11,1,1,Finados,0,primavera,commercial,4896.8
Itaquera,2024-11-02,5,11,1,1,Finados,0,primavera,residential,4019.2
São Mateus,2024-11-02,5,11,1,1,Finados,0,primavera,suburban,2284.2
Parelheiros,2024-11-02,5,11,1,1,Finados,0,primavera,rural,1001.4
Osasco Centro,2024-11-02,5,11,1,1,Finados,0,primavera,commercial,4348.6
Guarulhos Centro,2024-11-02,5,11,1,1,Finados,0,primavera,commercial,3959.1
Santo André,2024-11-02,5,11,1,1,Finados,0,primavera,residential,3776.8
São Bernardo,2024-11-02,5,11,1,1,Finados,0,primavera,industrial,4399.5
Centro,2024-11-03,6,11,1,0,,1,primavera,commercial,3920.5
Bela Vista,2024-11-03,6,11,1,0,,1,primavera,commercial,3824.4
Pinheiros,2024-11-03,6,11,1,0,,1,primavera,commercial,3754.5
Brás,2024-11-03,6,11,1,0,,1,primavera,commercial,4001.4
Liberdade,2024-11-03,6,11,1,0,,1,primavera,commercial,3689.4
Vila Mariana,2024-11-03,6,11,1,0,,1,primavera,residential,3052.2
Mooca,2024-11-03,6,11,1,0,,1,primavera,residential,2931.7
Tatuapé,2024-11-03,6,11,1,0,,1,primavera,residential,3087.6
Santana,2024-11-03,6,11,1,0,,1,primavera,residential,2128.5
Lapa,2024-11-03,6,11,1,0,,1,primavera,residential,2794.2
Butantã,2024-11-03,6,11,1,0,,1,primavera,suburban,2821.0
Vila Madalena,2024-11-03,6,11,1,0,,1,primavera,commercial,3540.1
Santo Amaro,2024-11-03,6,11,1,0,,1,primavera,commercial,3155.5
Itaquera,2024-11-03,6,11,1,0,,1,primavera,residential,3116.7
São Mateus,2024-11-03,6,11,1,0,,1,primavera,suburban,2388.9
Parelheiros,2024-11-03,6,11,1,0,,1,primavera,rural,1064.1
Osasco Centro,2024-11-03,6,11,1,0,,1,primavera,commercial,3280.4
Guarulhos Centro,2024-11-03,6,11,1,0,,1,primavera,commercial,3288.8
Santo André,2024-11-03,6,11,1,0,,1,primavera,residential,3303.2
São Bernardo,2024-11-03,6,11,1,0,,1,primavera,industrial,2787.6
Centro,2024-11-04,0,11,0,0,,2,primavera,commercial,4619.0
Bela Vista,2024-11-04,0,11,0,0,,2,primavera,commercial,4432.5
Pinheiros,2024-11-04,0,11,0,0,,2,primavera,commercial,3230.8
Brás,2024-11-04,0,11,0,0,,2,primavera,commercial,3533.4
Liberdade,2024-11-04,0,11,0,0,,2,primavera,commercial,3642.8
Vila Mariana,2024-11-04,0,11,0,0,,2,primavera,residential,2446.2
Mooca,2024-11-04,0,11,0,0,,2,primavera,residential,2759.9
Tatuapé,2024-11-04,0,11,0,0,,2,primavera,residential,2694.9
Santana,2024-11-04,0,11,0,0,,2,primavera,residential,2174.5
Lapa,2024-11-04,0,11,0,0,,2,primavera,residential,2445.4
Butantã,2024-11-04,0,11,0,0,,2,primavera,suburban,1793.6
Vila Madalena,2024-11-04,0,11,0,0,,2,primavera,commercial,3218.4
Santo Amaro,2024-11-04,0,11,0,0,,2,primavera,commercial,3426.0
Itaquera,2024-11-04,0,11,0,0,,2,primavera,residential,2488.3
São Mateus,2024-11-04,0,11,0,0,,2,primavera,suburban,1977.8
Parelheiros,2024-11-04,0,11,0,0,,2,primavera,rural,869.2
Osasco Centro,2024-11-04,0,11,0,0,,2,primavera,commercial,3315.5
Guarulhos Centro,2024-11-04,0,11,0,0,,2,primavera,commercial,3159.3
Santo André,2024-11-04,0,11,0,0,,2,primavera,residential,3395.7
São Bernardo,2024-11-04,0,11,0,0,,2,primavera,industrial,4551.7
Centro,2024-11-05,1,11,0,0,,3,primavera,commercial,5277.3
Bela Vista,2024-11-05,1,11,0,0,,3,primavera,commercial,4026.8
Pinheiros,2024-11-05,1,11,0,0,,3,primavera,commercial,3138.3
Brás,2024-11-05,1,11,0,0,,3,primavera,commercial,5566.9
Liberdade,2024-11-05,1,11,0,0,,3,primavera,commercial,3166.6
Vila Mariana,2024-11-05,1,11,0,0,,3,primavera,residential,2502.9
Mooca,2024-11-05,1,11,0,0,,3,primavera,residential,2656.5
Tatuapé,2024-11-05,1,11,0,0,,3,primavera,residential,3260.6
Santana,2024-11-05,1,11,0,0,,3,primavera,residential,2303.6
Lapa,2024-11-05,1,11,0,0,,3,primavera,residential,2791.3
Butantã,2024-11-05,1,11,0,0,,3,primavera,suburban,2361.6
Vila Madalena,2024-11-05,1,11,0,0,,3,primavera,commercial,2873.8
Santo Amaro,2024-11-05,1,11,0,0,,3,primavera,commercial,3437.6
Itaquera,2024-11-05,1,11,0,0,,3,primavera,residential,3433.9
São Mateus,2024-11-05,1,11,0,0,,3,primavera,suburban,1425.6
Parelheiros,2024-11-05,1,11,0,0,,3,primavera,rural,918.2
Osasco Centro,2024-11-05,1,11,0,0,,3,primavera,commercial,2915.6
Guarulhos Centro,2024-11-05,1,11,0,0,,3,primavera,commercial,3629.8
Santo André,2024-11-05,1,11,0,0,,3,primavera,residential,2863.5
São Bernardo,2024-11-05,1,11,0,0,,3,primavera,industrial,4105.6
Centro,2024-11-06,2,11,0,0,,4,primavera,commercial,4416.5
Bela Vista,2024-11-06,2,11,0,0,,4,primavera,commercial,3629.7
Pinheiros,2024-11-06,2,11,0,0,,4,primavera,commercial,5049.1
Brás,2024-11-06,2,11,0,0,,4,primavera,commercial,5520.7
Liberdade,2024-11-06,2,11,0,0,,4,primavera,commercial,2745.2
Vila Mariana,2024-11-06,2,11,0,0,,4,primavera,residential,3272.1
Mooca,2024-11-06,2,11,0,0,,4,primavera,residential,2408.7
Tatuapé,2024-11-06,2,11,0,0,,4,primavera,residential,2904.3
Santana,2024-11-06,2,11,0,0,,4,primavera,residential,2292.5
Lapa,2024-11-06,2,11,0,0,,4,primavera,residential,2228.4
Butantã,2024-11-06,2,11,0,0,,4,primavera,suburban,2336.8
Vila Madalena,2024-11-06,2,11,0,0,,4,primavera,commercial,3349.9
Santo Amaro,2024-11-06,2,11,0,0,,4,primavera,commercial,3526.1
Itaquera,2024-11-06,2,11,0,0,,4,primavera,residential,2597.8
São Mateus,2024-11-06,2,11,0,0,,4,primavera,suburban,1767.7
Parelheiros,2024-11-06,2,11,0,0,,4,primavera,rural,750.8
Osasco Centro,2024-11-06,2,11,0,0,,4,primavera,commercial,3525.2
Guarulhos Centro,2024-11-06,2,11,0,0,,4,primavera,commercial,3297.1
Santo André,2024-11-06,2,11,0,0,,4,primavera,residential,2875.4
São Bernardo,2024-11-06,2,11,0,0,,4,primavera,industrial,4995.3
Centro,2024-11-07,3,11,0,0,,5,primavera,commercial,5410.7
Bela Vista,2024-11-07,3,11,0,0,,5,primavera,commercial,4163.8
Pinheiros,2024-11-07,3,11,0,0,,5,primavera,commercial,3918.6
Brás,2024-11-07,3,11,0,0,,5,primavera,commercial,5527.4
Liberdade,2024-11-07,3,11,0,0,,5,primavera,commercial,3389.3
Vila Mariana,2024-11-07,3,11,0,0,,5,primavera,residential,2641.8
Mooca,2024-11-07,3,11,0,0,,5,primavera,residential,2097.1
Tatuapé,2024-11-07,3,11,0,0,,5,primavera,residential,2995.2
Santana,2024-11-07,3,11,0,0,,5,primavera,residential,2539.9
Lapa,2024-11-07,3,11,0,0,,5,primavera,residential,2236.6
Butantã,2024-11-07,3,11,0,0,,5,primavera,suburban,2163.0
Vila Madalena,2024-11-07,3,11,0,0,,5,primavera,commercial,3156.0
Santo Amaro,2024-11-07,3,11,0,0,,5,primavera,commercial,3657.4
Itaquera,2024-11-07,3,11,0,0,,5,primavera,residential,2217.6
São Mateus,2024-11-07,3,11,0,0,,5,primavera,suburban,1927.3
Parelheiros,2024-11-07,3,11,0,0,,5,primavera,rural,1043.8
Osasco Centro,2024-11-07,3,11,0,0,,5,primavera,commercial,3253.3
Guarulhos Centro,2024-11-07,3,11,0,0,,5,primavera,commercial,3874.3
Santo André,2024-11-07,3,11,0,0,,5,primavera,residential,2700.6
São Bernardo,2024-11-07,3,11,0,0,,5,primavera,industrial,4475.6
Centro,2024-11-08,4,11,0,0,,6,primavera,commercial,4929.6
Bela Vista,2024-11-08,4,11,0,0,,6,primavera,commercial,3968.5
Pinheiros,2024-11-08,4,11,0,0,,6,primavera,commercial,4914.8
Brás,2024-11-08,4,11,0,0,,6,primavera,commercial,5363.6
Liberdade,2024-11-08,4,11,0,0,,6,primavera,commercial,3165.5
Vila Mariana,2024-11-08,4,11,0,0,,6,primavera,residential,3118.3
Mooca,2024-11-08,4,11,0,0,,6,primavera,residential,2881.7
Tatuapé,2024-11-08,4,11,0,0,,6,primavera,residential,3296.1
Santana,2024-11-08,4,11,0,0,,6,primavera,residential,1969.2
Lapa,2024-11-08,4,11,0,0,,6,primavera,residential,2902.2
Butantã,2024-11-08,4,11,0,0,,6,primavera,suburban,2083.4
Vila Madalena,2024-11-08,4,11,0,0,,6,primavera,commercial,3379.4
Santo Amaro,2024-11-08,4,11,0,0,,6,primavera,commercial,5268.6
Itaquera,2024-11-08,4,11,0,0,,6,primavera,residential,3415.0
São Mateus,2024-11-08,4,11,0,0,,6,primavera,suburban,2020.4
Parelheiros,2024-11-08,4,11,0,0,,6,primavera,rural,735.7
Osasco Centro,2024-11-08,4,11,0,0,,6,primavera,commercial,4394.5
Guarulhos Centro,2024-11-08,4,11,0,0,,6,primavera,commercial,3454.5
Santo André,2024-11-08,4,11,0,0,,6,primavera,residential,2795.2
São Bernardo,2024-11-08,4,11,0,0,,6,primavera,industrial,4407.8
Centro,2024-11-09,5,11,1,0,,6,primavera,commercial,4869.9
Bela Vista,2024-11-09,5,11,1,0,,6,primavera,commercial,4202.4
Pinheiros,2024-11-09,5,11,1,0,,6,primavera,commercial,3690.7
Brás,2024-11-09,5,11,1,0,,6,primavera,commercial,3835.0
Liberdade,2024-11-09,5,11,1,0,,6,primavera,commercial,3197.0
Vila Mariana,2024-11-09,5,11,1,0,,6,primavera,residential,3187.5
Mooca,2024-11-09,5,11,1,0,,6,primavera,residential,2935.1
Tatuapé,2024-11-09,5,11,1,0,,6,primavera,residential,3607.5
Santana,2024-11-09,5,11,1,0,,6,primavera,residential,2887.5
Lapa,2024-11-09,5,11,1,0,,6,primavera,residential,2871.1
Butantã,2024-11-09,5,11,1,0,,6,primavera,suburban,2199.0
Vila Madalena,2024-11-09,5,11,1,0,,6,primavera,commercial,4312.5
Santo Amaro,2024-11-09,5,11,1,0,,6,primavera,commercial,3439.8
Itaquera,2024-11-09,5,11,1,0,,6,primavera,residential,3028.5
São Mateus,2024-11-09,5,11,1,0,,6,primavera,suburban,2091.4
Parelheiros,2024-11-09,5,11,1,0,,6,primavera,rural,1020.0
Osasco Centro,2024-11-09,5,11,1,0,,6,primavera,commercial,3709.3
Guarulhos Centro,2024-11-09,5,11,1,0,,6,primavera,commercial,3614.6
Santo André,2024-11-09,5,11,1,0,,6,primavera,residential,2792.9
São Bernardo,2024-11-09,5,11,1,0,,6,primavera,industrial,3455.4
Centro,2024-11-10,6,11,1,0,,5,primavera,commercial,4219.1
Bela Vista,2024-11-10,6,11,1,0,,5,primavera,commercial,3931.4
Pinheiros,2024-11-10,6,11,1,0,,5,primavera,commercial,4177.3
Brás,2024-11-10,6,11,1,0,,5,primavera,commercial,4150.4
Liberdade,2024-11-10,6,11,1,0,,5,primavera,commercial,3199.5
Vila Mariana,2024-11-10,6,11,1,0,,5,primavera,residential,2903.2
Mooca,2024-11-10,6,11,1,0,,5,primavera,residential,2546.3
Tatuapé,2024-11-10,6,11,1,0,,5,primavera,residential,3502.8
Santana,2024-11-10,6,11,1,0,,5,primavera,residential,3037.0
Lapa,2024-11-10,6,11,1,0,,5,primavera,residential,2607.9
Butantã,2024-11-10,6,11,1,0,,5,primavera,suburban,2232.4
Vila Madalena,2024-11-10,6,11,1,0,,5,primavera,commercial,4657.0
Santo Amaro,2024-11-10,6,11,1,0,,5,primavera,commercial,3689.2
Itaquera,2024-11-10,6,11,1,0,,5,primavera,residential,3662.6
São Mateus,2024-11-10,6,11,1,0,,5,primavera,suburban,1883.7
Parelheiros,2024-11-10,6,11,1,0,,5,primavera,rural,1092.0
Osasco Centro,2024-11-10,6,11,1,0,,5,primavera,commercial,2971.2
Guarulhos Centro,2024-11-10,6,11,1,0,,5,primavera,commercial,3193.0
Santo André,2024-11-10,6,11,1,0,,5,primavera,residential,3131.1
São Bernardo,2024-11-10,6,11,1,0,,5,primavera,industrial,3190.7
